ATL_OR_DR,CAMPAIGN_TYPE,CHANNEL,COST,FREE_TRIALS,HOLIDAY_FLAG,LAG_3_HOLIDAY_FLAG,LEAD_3_HOLIDAY_FLAG,SEASON,CHANNEL_ATL_OR_DR,CHANNEL_CAMPAIGN_TYPE,COST_PER_FREE_TRIALS,COST_BY_FREE_TRIALS,LOG_COST,LOG_FREE_TRIALS,LOG_COST_PER_FREE_TRIALS,LOG_COST_BY_FREE_TRIALS
DR - Direct Response,Title,youtube,192.34,120425.18,False,False,False,Spring,youtube_DR - Direct Response,youtube_Title,0.0015971742786682985,23162579.1212,5.2644502970364595,11.698792230080269,0.001595900152317553,16.958048608660974
DR - Direct Response,Title,paid social,19477.68,80070.77,False,False,False,Fall,paid social_DR - Direct Response,paid social_Title,0.2432558098292298,1559592835.4136002,9.87707581309361,11.290678636479903,0.21773359169990567,21.167690621841853
DR - Direct Response,Brand,app,209.81,6183.67,False,False,False,Fall,app_DR - Direct Response,app_Brand,0.03392968900345587,1297395.8027000001,5.350957253872216,8.729828928512301,0.03336677474465879,14.075870355367737
DR - Direct Response,Brand,app,6555.58,65590.14,False,False,False,Fall,app_DR - Direct Response,app_Brand,0.09994764456974783,429981409.9812,8.788224404529007,11.091195904835017,0.09526258282592287,19.879252535441147
DR - Direct Response,Brand,ott,1682.15,33278.48,False,False,False,Spring,ott_DR - Direct Response,ott_Brand,0.05054768126428851,55979395.13200001,7.428422316778985,10.412696269813074,0.04931162938689338,17.840494254783682
ATL - Above The Line,Title,paid social,525.92,94047.83,False,False,False,Fall,paid social_ATL - Above The Line,paid social_Title,0.005592048216317165,49461634.753599994,6.267048734361627,11.451569394460408,0.005576470760962695,17.716707891762994
DR - Direct Response,Title,ott,5969.45,38093.45,False,False,False,Summer,ott_DR - Direct Response,ott_Title,0.15670541786055084,227396945.10249996,8.694577580430375,10.547823881212652,0.14557580720256152,19.242207709562123
DR - Direct Response,Title,ott,4564.91,27383.62,False,False,False,Winter,ott_DR - Direct Response,ott_Title,0.1667022110298054,125003760.77419999,8.426373115988776,10.217736820911943,0.15418114596013704,18.643854389007355
DR - Direct Response,Title,app,143272.14,34853.95,False,False,False,Fall,app_DR - Direct Response,app_Title,4.110642839620761,4993600003.953,11.872508157308102,10.458950443405053,1.631325196620591,22.33142293047266
DR - Direct Response,Brand,paid social,1028.12,4507.07,False,False,False,Winter,paid social_DR - Direct Response,paid social_Brand,0.2281127206810633,4633808.8083999995,6.9364593471104925,8.41362440298942,0.20547861759787145,15.348889940490839
ATL - Above The Line,Brand,display,42732.56,12768.53,False,True,False,Spring,display_ATL - Above The Line,display_Brand,3.3467094489342153,545631974.3368,10.662739838998698,9.454817143337518,1.4694191103281746,20.117455268598853
ATL - Above The Line,Brand,youtube,5999.41,40090.33,False,False,False,Summer,youtube_ATL - Above The Line,youtube_Brand,0.14964730896453085,240518326.7053,8.69958307920891,10.598915380441714,0.13945520747989057,19.298306851281353
ATL - Above The Line,Title,paid social,963.07,86442.56,False,False,False,Spring,paid social_ATL - Above The Line,paid social_Title,0.011141155467862127,83250236.2592,6.8711639060821526,11.3672469944095,0.01107954994411143,18.237361536781126
ATL - Above The Line,Title,paid social,13439.36,15871.78,False,False,False,Spring,paid social_ATL - Above The Line,paid social_Title,0.8467456076130088,213306565.2608,9.506017399432695,9.67236097146233,0.6134249589822999,19.17824096712528
DR - Direct Response,Title,ott,8817.17,26463.16,False,False,False,Winter,ott_DR - Direct Response,ott_Title,0.3331865884497543,233330180.4572,9.084569644480066,10.183546643754354,0.28757200773219765,19.267965096207764
DR - Direct Response,Title,app,3387.96,5533.94,False,False,False,Fall,app_DR - Direct Response,app_Title,0.6122148053647131,18748767.3624,8.128278368645688,8.618836004975583,0.47760888915525096,16.746638620884518
ATL - Above The Line,Title,youtube,5135.61,119147.22,False,False,False,Spring,youtube_ATL - Above The Line,youtube_Title,0.04310306190945957,611893654.5042,8.544148607787667,11.68812354326297,0.042199984089459165,20.23206905986161
ATL - Above The Line,Brand,display,1081.07,84247.33,False,False,False,Summer,display_ATL - Above The Line,display_Brand,0.012832098061742727,91077261.0431,6.986631152323037,11.341524026059693,0.0127504643046163,18.32721873769677
DR - Direct Response,Brand,paid social,715.31,53023.57,False,False,False,Spring,paid social_DR - Direct Response,paid social_Brand,0.01349041567740535,37928289.856699996,6.574113034153977,10.878510670017635,0.013400230207487714,17.451207852188453
ATL - Above The Line,Brand,youtube,12507.65,41459.04,False,False,True,Fall,youtube_ATL - Above The Line,youtube_Brand,0.3016869179797699,518555161.656,9.434175683968792,10.63248535077464,0.2636610524895345,20.066556968896847
DR - Direct Response,Brand,ott,2119.78,130827.17,False,False,False,Summer,ott_DR - Direct Response,ott_Brand,0.01620290341830371,277324818.42260003,7.659539224526728,11.781640061789576,0.01607303730616598,19.440700010448786
DR - Direct Response,Brand,app,2748.29,12295.86,False,True,False,Summer,app_DR - Direct Response,app_Brand,0.22351344273601031,33792589.0794,7.919097975507772,9.417099224217015,0.20172659095589163,17.335752107999067
ATL - Above The Line,Brand,display,5262.54,11031.88,False,False,False,Spring,display_ATL - Above The Line,display_Brand,0.4770302070000762,58055709.775199994,8.568559083168536,9.308635184239632,0.3900334549312264,17.876913638103254
DR - Direct Response,Brand,paid social,5126.29,79948.18,False,False,False,Fall,paid social_DR - Direct Response,paid social_Brand,0.06412015883288401,409837555.6522,8.542332533476431,11.289146461799247,0.06214831577711443,19.83127143586605
ATL - Above The Line,Title,paid social,240.64,74736.69,False,False,False,Spring,paid social_ATL - Above The Line,paid social_Title,0.0032198375389651318,17984637.0816,5.48744901527054,11.22173979541707,0.003214664962339948,16.70502851156215
ATL - Above The Line,Title,paid social,32370.38,8327.94,False,False,True,Summer,paid social_ATL - Above The Line,paid social_Title,3.886961241315379,269578582.4172,10.385029978078299,9.027491476163446,1.586570687279563,19.412370495483533
DR - Direct Response,Title,youtube,3952.18,16179.3,False,False,False,Summer,youtube_DR - Direct Response,youtube_Title,0.24427385610007848,63943505.874,8.282275597296678,9.69154973184974,0.2185521116489388,17.973510546416644
DR - Direct Response,Title,ott,2202.82,150029.17,False,False,False,Fall,ott_DR - Direct Response,ott_Title,0.014682611388172047,330487256.25940007,7.697947497246184,11.91859168618713,0.014575865453761105,19.616078660565364
DR - Direct Response,Title,paid social,6911.71,41661.68,False,False,True,Fall,paid social_DR - Direct Response,paid social_Title,0.1659008950191159,287953450.2728,8.84111702511597,10.637361043038705,0.1534940886205209,19.478309397512085
DR - Direct Response,Brand,pmax,4867.08,60715.53,False,False,False,Summer,pmax_DR - Direct Response,pmax_Brand,0.080162027738208,295507341.7524,8.490454887826122,11.013971262873945,0.07711105556692685,19.504204243071587
DR - Direct Response,Brand,display,12680.88,8620.72,False,False,False,Spring,display_DR - Direct Response,display_Brand,1.4709769021613044,109318315.83359998,9.447929481985277,9.062039879715963,0.9046135793955258,18.50977452221333
DR - Direct Response,Title,paid social,8386.33,53265.66,False,False,False,Winter,paid social_DR - Direct Response,paid social_Title,0.1574434635748435,446703402.4278,9.0344775128182,10.883065898489749,0.1462136622215163,19.917405405339213
DR - Direct Response,Title,youtube,11602.94,6638.55,False,False,True,Winter,youtube_DR - Direct Response,youtube_Title,1.747812398791905,77026697.33700001,9.35909997459711,8.80079946908958,1.0108051037589416,18.159662651369782
DR - Direct Response,Title,app,36383.1,3784.59,False,False,False,Spring,app_DR - Direct Response,app_Title,9.613485212400814,137695116.429,10.501887145007348,8.238957032191399,2.362125382419327,18.740552505038277
DR - Direct Response,Title,youtube,15650.33,57150.11,False,False,True,Winter,youtube_DR - Direct Response,youtube_Title,0.2738460170942803,894418081.0363001,9.65831117638292,10.953454091606519,0.24204068414204724,20.611683877106522
DR - Direct Response,Brand,paid social,2377.02,116212.43,False,False,False,Summer,paid social_DR - Direct Response,paid social_Brand,0.0204540942823414,276239270.35859996,7.774023487644292,11.66318369331357,0.02024771870118649,19.43677797333112
DR - Direct Response,Title,paid social,418.39,21373.19,False,False,False,Spring,paid social_DR - Direct Response,paid social_Title,0.019575458787387378,8942328.9641,6.038801274597481,9.969939398350094,0.019386323778783583,16.006306735576132
DR - Direct Response,Brand,paid social,64453.42,15934.66,False,False,False,Spring,paid social_DR - Direct Response,paid social_Brand,4.04485693450629,1027043333.5372,11.073713586310614,9.676314644255413,1.6183692955256388,20.74994996226768
DR - Direct Response,Brand,youtube,2067.69,153338.88,False,False,False,Summer,youtube_DR - Direct Response,youtube_Brand,0.013484446997395573,317057268.78720003,7.63467083568363,11.940412174537908,0.013394340958321675,19.574592977313454
ATL - Above The Line,Brand,paid social,1351.97,22676.21,False,False,False,Summer,paid social_ATL - Above The Line,paid social_Brand,0.05962063325396969,30657555.6337,7.210057454975963,10.0291157344016,0.05791095090830298,17.23838973591988
ATL - Above The Line,Title,youtube,138.17,25808.84,False,False,False,Spring,youtube_ATL - Above The Line,youtube_Title,0.0053535920250580805,3566007.4228,4.935696207431762,10.158511093545828,0.0053393124931259694,15.086957439376635
DR - Direct Response,Title,app,5850.23,150762.9,False,True,False,Winter,app_DR - Direct Response,app_Title,0.03880417529776888,881997640.4669999,8.674407174535377,11.923470315977228,0.03807022014548012,20.597699939893793
DR - Direct Response,Title,app,4154.84,19337.38,False,False,False,Winter,app_DR - Direct Response,app_Title,0.2148605447066769,80343719.9192,8.332269852921726,9.869847001279632,0.1946292921858149,18.201824500475645
ATL - Above The Line,Title,paid social,206.12,14306.27,False,False,True,Fall,paid social_ATL - Above The Line,paid social_Title,0.014407668805355973,2948808.3724,5.333298335443282,9.568523078669159,0.014304864614436667,14.896912044270291
DR - Direct Response,Title,display,7197.26,62466.53,False,False,False,Winter,display_DR - Direct Response,display_Title,0.11521786146917398,449587857.70780003,8.881594609131385,11.042402180727219,0.10904977727783244,19.923841851525655
DR - Direct Response,Brand,youtube,1292.12,13500.09,False,False,False,Fall,youtube_DR - Direct Response,youtube_Brand,0.09571195451289582,17443736.290799998,7.164813181890109,9.510525701907904,0.09140433875839017,16.674491247684635
DR - Direct Response,Title,youtube,408139.53,23846.76,False,False,False,Fall,youtube_DR - Direct Response,youtube_Title,17.115093622781462,9732805418.4228,12.919366830356253,10.079445571570266,2.8967454925799707,22.998768018351086
DR - Direct Response,Title,youtube,1136.35,7341.75,False,False,False,Fall,youtube_DR - Direct Response,youtube_Title,0.15477917390267987,8342797.612499999,7.036456273997871,8.9014687108418,0.14390913426809498,15.936909283093533
DR - Direct Response,Title,youtube,1447.73,33202.81,False,False,False,Spring,youtube_DR - Direct Response,youtube_Title,0.04360263483723215,48068704.1213,7.278442589554357,10.41041990735641,0.04267879903504153,17.688141902151386
DR - Direct Response,Brand,youtube,654.78,29517.52,False,False,False,Fall,youtube_DR - Direct Response,youtube_Brand,0.02218275790107028,19327481.7456,6.485825366842726,10.292773141956227,0.021940299572402056,16.77703861743804
DR - Direct Response,Brand,youtube,31884.68,72791.51,False,False,False,Summer,youtube_DR - Direct Response,youtube_Brand,0.43802745677346167,2320934003.0667996,10.369912285164585,11.195368344276407,0.3632723528394245,21.56523552956767
ATL - Above The Line,Brand,paid social,1620.38,65137.75,False,False,False,Summer,paid social_ATL - Above The Line,paid social_Brand,0.024876204658588915,105547907.34500001,7.391032917458411,11.084274889207972,0.024571829353529934,18.474675515340316
DR - Direct Response,Brand,app,858.17,47935.24,False,False,False,Winter,app_DR - Direct Response,app_Brand,0.017902695386525655,41136584.910799995,6.755966806943898,10.777627073539925,0.017744329460199725,17.53240845164775
DR - Direct Response,Brand,display,11377.07,40940.43,False,False,False,Summer,display_DR - Direct Response,display_Brand,0.277893270783917,465782137.9401,9.339443097515257,10.619897787769903,0.24521283977932348,19.959228569767564
ATL - Above The Line,Brand,display,262.89,25615.8,False,True,False,Winter,display_ATL - Above The Line,display_Brand,0.010262806549082988,6734137.662,5.575532349649974,10.151003665229783,0.010210501509890038,15.722700469818749
ATL - Above The Line,Brand,youtube,9814.57,50808.44,False,False,False,Summer,youtube_ATL - Above The Line,youtube_Brand,0.19316810356704514,498662990.9708,9.191725179400265,10.83583744307457,0.176612041459925,20.02744105876092
ATL - Above The Line,Brand,display,79122.44,9034.24,False,False,False,Summer,display_ATL - Above The Line,display_Brand,8.758062659393596,714811112.3456,11.278764443612312,9.108887766038222,2.278093882708712,20.387528888618334
ATL - Above The Line,Title,print,8831.01,2613.49,False,False,True,Winter,print_ATL - Above The Line,print_Title,3.3790104419760554,23079756.324899998,9.086137900762612,7.868824328797769,1.4768227723736356,16.95446648502983
ATL - Above The Line,Launch,print,10043.75,88418.12,False,False,False,Summer,print_ATL - Above The Line,print_Launch,0.11359379728951487,888049492.75,9.214805388935341,11.389843514831274,0.10759244061978572,20.604538035608194
ATL - Above The Line,Title,online display,15271.8,54209.72,False,False,False,Spring,online display_ATL - Above The Line,online display_Title,0.28171700573255126,827880001.896,9.63382874748045,10.90063395384853,0.24820058977247197,20.53437877780838
ATL - Above The Line,Brand,partnership,69518.39,24271.83,False,False,False,Spring,partnership_ATL - Above The Line,partnership_Brand,2.864159397952276,1687338543.9537,11.149360985447384,10.097112896784799,1.3517441675574713,21.24641829906914
ATL - Above The Line,Title,radio,28202.64,81000.59,False,False,False,Spring,radio_ATL - Above The Line,radio_Title,0.34817820462789223,2284430479.5576,10.24720632661054,11.302224063091547,0.2987542030314125,21.549382587582095
ATL - Above The Line,Brand,partnership,7022.67,13236.74,False,True,False,Spring,partnership_ATL - Above The Line,partnership_Brand,0.5305437743734485,92957256.8958,8.857041152434508,9.490827120056924,0.42562308034907154,18.34765035295424
ATL - Above The Line,Title,online display,16233.45,13586.53,False,False,False,Fall,online display_ATL - Above The Line,online display_Title,1.1948194277714765,220556255.42850003,9.694890806537778,9.516907739338711,0.7860997778909885,19.211663351505756
ATL - Above The Line,Brand,print,641.72,11822.67,False,False,False,Fall,print_ATL - Above The Line,print_Brand,0.054278771208195783,7586843.792400001,6.465709170610972,9.377858733461569,0.05285690396050078,15.841926357066018
ATL - Above The Line,Title,olv,12893.94,48715.78,False,False,False,Winter,olv_ATL - Above The Line,olv_Title,0.26467686651019445,628138344.3732,9.464590265338353,10.793778808245586,0.2348166480548308,20.258270995351307
ATL - Above The Line,Brand,online display,517.1,5634.95,False,False,False,Fall,online display_ATL - Above The Line,online display_Brand,0.09176656403339871,2913832.645,6.2501682738207425,8.636921001439118,0.08779708527063675,14.884980175912773
ATL - Above The Line,Title,cinema,1637.3,12774.18,False,False,False,Fall,cinema_ATL - Above The Line,cinema_Title,0.12817261068812244,20915164.914,7.401414397826217,9.455259504992211,0.12059916502862424,16.85598509560249
ATL - Above The Line,Title,bvod,12.17,36865.07,False,False,False,Winter,bvod_ATL - Above The Line,bvod_Title,0.0003301227964574596,448647.9019,2.5779415157551897,10.515046894822829,0.00033006831791649823,13.013995905158291
ATL - Above The Line,Brand,online display,6554.29,8239.41,False,False,False,Fall,online display_ATL - Above The Line,online display_Brand,0.79548050163786,54003482.5689,8.78802763625657,9.016805378947218,0.5852726750526929,17.804559112983018
ATL - Above The Line,Title,ooh,993.35,14216.4,False,False,False,Summer,ooh_ATL - Above The Line,ooh_Title,0.06987352634984947,14121860.94,6.90208925735551,9.562221845570848,0.06754044181464507,16.463234646774982
ATL - Above The Line,Title,partnership,23598.24,2999.66,False,False,True,Summer,partnership_ATL - Above The Line,partnership_Title,7.866971590113547,70786696.5984,10.068969787105331,8.006587543453795,2.182333316390656,18.07518165398272
ATL - Above The Line,Title,digital audio,6422.69,50617.73,False,False,False,Fall,digital audio_ATL - Above The Line,digital audio_Title,0.1268861720981956,325101988.2937,8.76774799792423,10.832076944886715,0.1194582291565336,19.59964950427633
ATL - Above The Line,Title,ooh,24156.37,13829.3,False,False,False,Summer,ooh_ATL - Above The Line,ooh_Title,1.746752908679398,334065687.641,10.092344788507436,9.534617116397506,1.010419453551382,19.626848204181304
ATL - Above The Line,Title,ctv,449.16,9153.28,False,False,True,Fall,ctv_ATL - Above The Line,ctv_Title,0.049070934135086,4111287.2448000005,6.109603075125023,9.121976808467007,0.04790494784779737,15.229246978917052
ATL - Above The Line,Brand,cinema,20693.92,7521.65,False,False,False,Winter,cinema_ATL - Above The Line,cinema_Brand,2.751247399174383,155652423.36799997,9.937643538507325,8.92567374848486,1.322088424449809,18.863136030496733
ATL - Above The Line,Brand,digital audio,142116.63,18123.65,False,False,True,Fall,digital audio_ATL - Above The Line,digital audio_Brand,7.841501573910333,2575672061.2995005,11.864410373947507,9.805028169191601,2.1794567235268283,21.66937633207659
ATL - Above The Line,Title,bvod,12614.57,5650.81,False,False,True,Fall,bvod_ATL - Above The Line,bvod_Title,2.2323472210178714,71282538.3017,9.442687044358777,8.639731126820408,1.173208567134047,18.082161964814688
ATL - Above The Line,Brand,ooh,13225.25,193421.97,False,False,False,Fall,ooh_ATL - Above The Line,ooh_Brand,0.0683751178834545,2558053908.7425,9.489958770218372,12.172634624338672,0.06613891284306268,21.662512614838963
ATL - Above The Line,Brand,bvod,4313.1,2521.37,False,False,False,Fall,bvod_ATL - Above The Line,bvod_Brand,1.7106176404097775,10874920.947,8.369644007023512,7.8329542147253,0.9971765205140323,16.20196995762591
ATL - Above The Line,Title,digital audio,1231.82,17544.06,False,False,False,Fall,digital audio_ATL - Above The Line,digital audio_Title,0.07021293816824611,21611123.9892,7.117059507105979,9.772527707789182,0.06785763630829729,16.888718785860128
ATL - Above The Line,Title,cinema,12547.22,30689.16,True,False,True,Fall,cinema_ATL - Above The Line,cinema_Title,0.40884859670320073,385063642.13519996,9.437334101831404,10.33169736102476,0.3427727727094035,19.768919185435063
ATL - Above The Line,Title,bvod,209.51,12666.79,False,False,True,Summer,bvod_ATL - Above The Line,bvod_Title,0.01654010210953209,2653819.1729,5.349533157932307,9.446817830318727,0.016404804473392078,14.791510734570391
ATL - Above The Line,Launch,tv,1494.02,34105.17,False,False,False,Summer,tv_ATL - Above The Line,tv_Launch,0.04380626163130106,50953806.083399996,7.309894863661724,10.43723358532065,0.04287389908952467,17.746430036792393
ATL - Above The Line,Title,ctv,129.86,12362.76,False,False,False,Spring,ctv_ATL - Above The Line,ctv_Title,0.010504126910172162,1605428.0136000002,4.874128049441593,9.422524891869818,0.010449341881078458,14.288901577021603
ATL - Above The Line,Title,online display,891.74,127913.64,False,False,False,Winter,online display_ATL - Above The Line,online display_Title,0.00697142228147053,114065709.3336,6.794295385067661,11.759118445441715,0.006947234268658004,18.552285246735476
ATL - Above The Line,Title,online display,10119.21,8975.13,False,False,False,Winter,online display_ATL - Above The Line,online display_Title,1.1274722483128379,90821225.24729998,9.2222896936143,9.102324110723552,0.7549345371090284,18.32440358549514
ATL - Above The Line,Brand,partnership,7907.22,2607.58,False,False,True,Fall,partnership_ATL - Above The Line,partnership_Brand,3.032397855482862,20618708.7276,8.975658003832725,7.8665612909590035,1.3943612003759778,16.841709460764033
ATL - Above The Line,Title,olv,3481.39,7495.46,False,False,False,Fall,olv_ATL - Above The Line,olv_Title,0.46446649038217797,26094619.4894,8.155474118651147,8.922186188097339,0.38149100575530004,17.077239739531784
ATL - Above The Line,Launch,paid social,4319.36,40622.98,False,False,False,Summer,paid social_ATL - Above The Line,paid social_Launch,0.1063279946473646,175465274.8928,8.37109401109946,10.612113811624528,0.10104641849077349,18.982951723133002
ATL - Above The Line,Title,youtube,105.56,24493.44,False,False,False,Spring,youtube_ATL - Above The Line,youtube_Title,0.004309725379530193,2585527.5264,4.668708206792079,10.106201432002807,0.00430046510971973,14.765440503981296
ATL - Above The Line,Title,paid social,1621.01,58619.42,False,False,False,Spring,paid social_ATL - Above The Line,paid social_Title,0.02765312246351124,95022666.0142,7.391421399884467,10.97883837902939,0.027277680580623444,18.3696260212538
DR - Direct Response,Title,ott,928.37,45600.95,False,False,False,Spring,ott_DR - Direct Response,ott_Title,0.020358567091255775,42334553.9515,6.834506937240297,10.727705757746055,0.020154101885725244,17.561114212460446
DR - Direct Response,Brand,display,966.49,14563.21,False,True,False,Fall,display_DR - Direct Response,display_Brand,0.06636517635878354,14075196.832899999,6.874705088933208,9.586322428306998,0.06425583402169274,16.459924787514694
ATL - Above The Line,Brand,paid social,9372.53,16880.11,False,False,False,Fall,paid social_ATL - Above The Line,paid social_Brand,0.5552410499694611,158209337.3783,9.145645038544206,9.733950524281806,0.4416305496749812,18.879429640495637
ATL - Above The Line,Brand,paid social,671.86,18731.39,False,False,False,Fall,paid social_ATL - Above The Line,paid social_Brand,0.03586813365158699,12584871.6854,6.511537284230636,9.838009390073887,0.03523985161589047,16.348006070123745
DR - Direct Response,Title,youtube,1066.16,182484.81,False,False,False,Spring,youtube_DR - Direct Response,youtube_Title,0.005842458887399998,194558005.02960002,6.972756193199549,12.11442769555707,0.005825457910673155,19.08624090807525
DR - Direct Response,Brand,ott,73.41,55123.27,False,False,False,Fall,ott_DR - Direct Response,ott_Brand,0.0013317424746391135,4046599.2506999997,4.309590341409169,10.917345370031077,0.0013308564921428489,15.213387642280473
ATL - Above The Line,Brand,ott,1867.56,183833.36,False,False,True,Fall,ott_ATL - Above The Line,ott_Brand,0.010158983113837445,343319829.8016,7.532923359729221,12.121790413760802,0.010107727489269075,19.65417302198416
ATL - Above The Line,Title,paid social,445.73,64070.1,False,True,False,Summer,paid social_ATL - Above The Line,paid social_Title,0.006956911258137572,28557965.673,6.101954385270224,11.067748683207396,0.006932823603599526,17.167446497978208
ATL - Above The Line,Title,paid social,3663.77,25865.47,False,False,False,Summer,paid social_ATL - Above The Line,paid social_Title,0.14164714578934773,94765133.0219,8.206520856553434,10.160702814381514,0.13247208432122304,18.3669121149968
DR - Direct Response,Title,app,570.5,9917.2,False,False,False,Fall,app_DR - Direct Response,app_Title,0.057526317912313954,5657762.600000001,6.348264483234865,9.20212673220168,0.05593251854333954,15.548539248422527
DR - Direct Response,Title,display,3835.24,33744.09,False,False,False,Spring,display_DR - Direct Response,display_Title,0.11365664328183099,129416683.73159999,8.252247999218264,10.426590204235737,0.1076488743204491,18.67854787091233
DR - Direct Response,Title,ott,2445.79,25935.98,False,True,False,Fall,ott_DR - Direct Response,ott_Title,0.09430104434071895,63433960.5242,7.802532240389321,10.163425028579315,0.09011584378770542,17.965509946715812
ATL - Above The Line,Title,paid social,64949.04,25097.17,False,False,False,Winter,paid social_ATL - Above The Line,paid social_Title,2.58790293885725,1630037098.2168,11.081373637956908,10.130550214095397,1.277567892230105,21.211868611761776
DR - Direct Response,Title,paid social,7791.39,22352.94,False,True,False,Fall,paid social_DR - Direct Response,paid social_Title,0.3485622025559054,174160473.1866,8.960902895404548,10.014757870858569,0.2990389897536239,18.975487697593564
DR - Direct Response,Brand,display,114.74,3518.65,False,False,False,Spring,display_DR - Direct Response,display_Brand,0.03260909723899791,403729.901,4.751346296145693,8.16611683183029,0.03208870345655972,12.908503848375364
DR - Direct Response,Title,paid social,323.8,97640.76,False,False,False,Summer,paid social_DR - Direct Response,paid social_Title,0.0033162380137147646,31616078.088,5.783209608287523,11.489060549743867,0.0033107514229805818,17.269176381044822
DR - Direct Response,Title,paid social,3508.48,26208.35,False,False,False,Fall,paid social_DR - Direct Response,paid social_Title,0.13386878609298183,91951471.808,8.163223157336743,10.173871496315162,0.12563548969805322,18.33677152637409
ATL - Above The Line,Brand,ott,592.82,6673.86,False,False,False,Summer,ott_ATL - Above The Line,ott_Brand,0.08882715549921635,3956397.6852,6.386576243136655,8.806103509265727,0.0851011128038542,15.190844746525455
ATL - Above The Line,Title,paid social,14.96,44696.13,False,True,False,Winter,paid social_ATL - Above The Line,paid social_Title,0.0003347045929927267,668654.1048,2.7700855920216627,10.707664572723823,0.00033464859190597367,13.4130236677592
DR - Direct Response,Title,paid social,36288.15,11684.76,False,False,False,Winter,paid social_DR - Direct Response,paid social_Title,3.1055965205960585,424018323.59400004,10.499274077502385,9.366126285508313,1.412351047961244,19.86528723064442
ATL - Above The Line,Title,paid social,11652.85,48448.69,False,False,False,Spring,paid social_ATL - Above The Line,paid social_Title,0.24051940310460407,564565317.2665,9.363391876502973,10.78828121894963,0.21553016538539796,20.151566644809623
ATL - Above The Line,Title,paid social,8132.8,66751.52,False,False,False,Fall,paid social_ATL - Above The Line,paid social_Title,0.12183692596063729,542876761.8560001,9.003783498016364,11.108747328358865,0.11496745425621976,20.112392896073487
DR - Direct Response,Brand,display,1061.09,76659.23,True,False,False,Fall,display_DR - Direct Response,display_Brand,0.013841646987583882,81342342.3607,6.967993943973877,11.247138339190938,0.013746726294794578,18.214177267478824
ATL - Above The Line,Brand,ott,6872.28,23459.71,False,False,False,Fall,ott_ATL - Above The Line,ott_Brand,0.2929396825450954,161221695.83879998,8.835396709415898,10.063082386029137,0.25691844947121323,18.898290974753795
DR - Direct Response,Brand,paid social,890.6,18204.46,False,False,False,Winter,paid social_DR - Direct Response,paid social_Brand,0.04892207733709212,16212892.076,6.793017601511714,9.809476828073885,0.04776304384961464,16.601317352555792
DR - Direct Response,Title,app,4596.53,14720.96,False,False,True,Fall,app_DR - Direct Response,app_Title,0.3122439025715714,67665334.26879999,8.433274481742668,9.597095535592816,0.27173857459466566,18.03008457231384
DR - Direct Response,Title,app,602.82,13355.99,False,False,True,Summer,app_DR - Direct Response,app_Title,0.045134804683142175,8051257.8918,6.40327614027501,9.499795122305716,0.0441458767938157,15.901339021242565
DR - Direct Response,Title,youtube,49031.59,27096.4,False,False,True,Winter,youtube_DR - Direct Response,youtube_Title,1.809524143428647,1328579575.276,10.80024045805124,10.207193061305755,1.033015125029774,21.007376220712363
ATL - Above The Line,Brand,display,186.6,22347.47,False,False,False,Summer,display_ATL - Above The Line,display_Brand,0.008349938494156162,4170037.9020000002,5.234312036572124,10.014513141322631,0.00831527060718901,15.243435922748256
DR - Direct Response,Title,paid social,29365.78,12048.13,False,False,False,Spring,paid social_DR - Direct Response,paid social_Title,2.4373724387104057,353802734.99139994,10.287619382499566,9.39674773714219,1.2347073535653523,19.68425007281834
ATL - Above The Line,Title,paid social,3406.8,8753.69,False,False,False,Summer,paid social_ATL - Above The Line,paid social_Title,0.3891844467875833,29822071.092000004,8.13382220078114,9.07734483575497,0.3287168460200287,17.210759351540034
DR - Direct Response,Brand,display,1312.63,24719.72,True,True,False,Winter,display_DR - Direct Response,display_Brand,0.05310052055605808,32447846.063600004,7.180549576439817,10.11539703736106,0.05173868971258026,17.295144652645256
DR - Direct Response,Brand,pmax,4292.95,17835.41,False,True,False,Winter,pmax_DR - Direct Response,pmax_Brand,0.24069813926340913,76566523.35949999,8.364962334216298,9.78899715270003,0.21567423671817088,18.15367052038479
DR - Direct Response,Brand,paid social,11932.19,8774.95,False,False,False,Winter,paid social_DR - Direct Response,paid social_Brand,1.3598014803503153,104704370.64050001,9.387078872475364,9.079770304582409,0.8585774970037305,18.466651428937574
ATL - Above The Line,Title,youtube,37432.47,63417.44,False,False,False,Summer,youtube_ATL - Above The Line,youtube_Title,0.5902551411725229,2373871420.2768,10.530320502986756,11.057509949871166,0.4638944695050661,21.587787970452627
DR - Direct Response,Brand,display,5588.77,163053.39,False,False,False,Winter,display_DR - Direct Response,display_Brand,0.034275705644635786,911267894.4303001,8.62869342040106,12.001839105111378,0.033701380432569344,20.630347479426604
DR - Direct Response,Title,display,636.23,72396.0,False,True,False,Winter,display_DR - Direct Response,display_Title,0.008788192717829714,46060507.08,6.457130657906903,11.189920141051205,0.008749801315610102,17.645466483125325
DR - Direct Response,Title,paid social,3511.15,13387.75,False,False,False,Spring,paid social_DR - Direct Response,paid social_Title,0.2622658773879106,47006398.4125,8.16398366454908,9.50217008107884,0.23290842131743741,17.66579430811848
DR - Direct Response,Brand,app,84342.22,26214.24,False,False,False,Summer,app_DR - Direct Response,app_Brand,3.2174199976806497,2210967197.2128,11.342649705371853,10.17409620002862,1.4392235661248511,21.51669590298702
