REPORT_DATE,ATL_OR_DR,CAMPAIGN_TYPE ,CHANNEL,COST,FREE TRIALS
8/24/2023,DR - Direct Response,Brand,app,3744.46,56213.14
9/22/2023,DR - Direct Response,Brand,display,2587.03,17587.42
1/29/2023,DR - Direct Response,Brand,app,232.93,8676.67
8/7/2022,DR - Direct Response,Title,paid social,104986.82,43132.27
1/10/2023,DR - Direct Response,Brand,ott,580.45,87362.33
6/8/2023,DR - Direct Response,Title,paid social,272.71,47236.23
9/19/2023,DR - Direct Response,Brand,app,2162.6,2353.22
7/30/2022,DR - Direct Response,Brand,display,559.93,9010.2
8/1/2023,DR - Direct Response,Title,paid social,2892.69,28912.47
6/21/2022,DR - Direct Response,Title,paid social,10989.71,21577.53
8/1/2022,DR - Direct Response,Brand,display,19145.62,19854.45
6/15/2022,DR - Direct Response,Brand,paid social,13820.28,10288.07
8/3/2022,DR - Direct Response,Brand,app,1829.16,6732.14
11/8/2023,ATL - Above The Line,Brand,paid social,3473.09,206535.41
2/8/2024,DR - Direct Response,Title,youtube,6631.03,28328.68
12/14/2023,DR - Direct Response,Title,ott,133.01,52495.41
7/13/2023,DR - Direct Response,Title,paid social,8894.63,27742.14
3/5/2023,ATL - Above The Line,Title,paid social,228.8,28880.6
1/22/2023,DR - Direct Response,Brand,paid social,126267.35,25903.9
8/17/2023,DR - Direct Response,Brand,display,1530.16,8961.02
9/9/2022,ATL - Above The Line,Brand,display,2274.65,6035.52
10/18/2023,DR - Direct Response,Title,ott,791.51,40612
9/22/2023,DR - Direct Response,Title,display,1018.59,33284.34
3/2/2023,ATL - Above The Line,Title,paid social,192543.1,70652.32
8/31/2022,ATL - Above The Line,Brand,ott,17338.31,57641.56
7/12/2022,ATL - Above The Line,Title,paid social,193.82,12252.76
8/25/2023,DR - Direct Response,Brand,youtube,47974.42,85855.26
2/2/2024,DR - Direct Response,Brand,ott,27367.58,59382.46
6/22/2023,DR - Direct Response,Brand,paid social,1911.59,55124.34
5/29/2023,DR - Direct Response,Brand,display,5524.12,263154.07
10/4/2022,DR - Direct Response,Brand,app,3091.19,214167.23
1/10/2024,DR - Direct Response,Brand,display,111729.53,55073.06
8/16/2022,ATL - Above The Line,Brand,ott,754.43,48597.45
12/14/2022,ATL - Above The Line,Title,youtube,4133.33,81579.2
2/14/2023,ATL - Above The Line,Brand,paid social,1466.26,15347.95
9/14/2023,ATL - Above The Line,Brand,paid social,239.04,15566.92
8/29/2022,DR - Direct Response,Title,youtube,165916.78,54169.55
10/24/2023,ATL - Above The Line,Title,youtube,376.35,11677.27
8/17/2023,ATL - Above The Line,Brand,display,4725,49960.15
3/20/2023,DR - Direct Response,Brand,youtube,137.18,32265.03
3/17/2023,DR - Direct Response,Brand,youtube,1545.27,11680.62
11/11/2022,ATL - Above The Line,Brand,display,6801.84,28293.34
4/12/2023,ATL - Above The Line,Brand,partnership,716.67,102071.06
4/26/2023,ATL - Above The Line,Brand,print,9158.85,29943.12
8/20/2022,ATL - Above The Line,Launch,cinema,1954.05,30068.84
8/16/2022,ATL - Above The Line,Launch,print,25777.58,38346.08
5/3/2023,ATL - Above The Line,Brand,ooh,37097.11,43695.5
5/14/2023,ATL - Above The Line,Brand,print,1101.25,19783.58
5/9/2023,ATL - Above The Line,Brand,print,3647.47,39173.16
6/9/2023,ATL - Above The Line,Title,cinema,4422.34,9626.05
2/24/2024,ATL - Above The Line,Title,cinema,9713.04,12369.34
10/1/2022,ATL - Above The Line,Brand,print,3259.23,14062.69
3/2/2024,ATL - Above The Line,Title,ctv,4476.6,44161.39
2/29/2024,ATL - Above The Line,Title,bvod,2046.59,32375.27
3/10/2024,ATL - Above The Line,Title,cinema,3910.01,24092.99
4/8/2024,ATL - Above The Line,Title,online display,33060.56,55120.38
3/29/2024,ATL - Above The Line,Title,partnership,10193.24,40313.17
11/4/2022,ATL - Above The Line,Title,online display,11260.62,20611.27
4/12/2024,ATL - Above The Line,Title,olv,11712.87,9760.6
4/14/2024,ATL - Above The Line,Title,ctv,2405.85,12115.93
11/11/2022,ATL - Above The Line,Title,ooh,5646.41,6331.17
11/11/2022,ATL - Above The Line,Title,radio,447.88,31743.02
7/24/2023,ATL - Above The Line,Title,cinema,31367,11611.13
7/25/2023,ATL - Above The Line,Title,bvod,20.9,16774.8
7/28/2023,ATL - Above The Line,Title,online display,2713.46,24257.12
7/31/2023,ATL - Above The Line,Title,online display,24900.12,78555.2
11/25/2022,ATL - Above The Line,Brand,tv,270.82,69983
11/30/2022,ATL - Above The Line,Title,bvod,6534.8,26096.74
4/24/2024,ATL - Above The Line,Title,ctv,929.35,98098.56
12/14/2022,ATL - Above The Line,Title,bvod,1632.04,3663.11
9/9/2023,ATL - Above The Line,Brand,partnership,17513.55,181185.26
10/7/2023,ATL - Above The Line,Brand,online display,4540.45,55216.09
1/25/2023,ATL - Above The Line,Brand,radio,80.74,30563.1
2/8/2023,ATL - Above The Line,Title,tv,545.02,11275.77
10/23/2023,ATL - Above The Line,Title,cinema,18467.88,17766.32
11/18/2023,ATL - Above The Line,Title,bvod,7141.21,50797.99
11/26/2023,ATL - Above The Line,Brand,radio,74511.54,51969.31
7/16/2022,ATL - Above The Line,Launch,ooh,66204.38,53897.06
12/12/2023,ATL - Above The Line,Title,bvod,1712.18,13276.64
12/20/2023,ATL - Above The Line,Brand,olv,291176.77,10848.78
9/26/2022,ATL - Above The Line,Brand,online display,3319.17,33531.05
9/27/2023,ATL - Above The Line,Brand,ooh,558.72,59670.64
10/15/2023,ATL - Above The Line,Brand,digital audio,1011.87,27656.95
2/17/2023,ATL - Above The Line,Title,radio,54.05,121826.72
7/17/2022,ATL - Above The Line,Launch,paid social,57756.47,28500.43
7/5/2022,ATL - Above The Line,Launch,paid social,56492.69,27549.16
6/4/2023,ATL - Above The Line,Brand,display,507.89,54014.31
1/17/2024,DR - Direct Response,Brand,ott,2104.74,93649.67
12/7/2023,DR - Direct Response,Title,ott,3773.88,7123.44
8/2/2023,DR - Direct Response,Brand,app,561.06,8982.93
9/22/2022,DR - Direct Response,Brand,app,133.66,20135.49
4/4/2023,DR - Direct Response,Brand,app,2172.39,655288.99
2/26/2023,DR - Direct Response,Brand,ott,1778.86,21209.13
8/23/2022,ATL - Above The Line,Title,paid social,1575.29,24398.83
3/25/2024,DR - Direct Response,Title,display,4747.12,51258.67
4/29/2023,ATL - Above The Line,Brand,paid social,41923.44,73444.84
8/15/2022,DR - Direct Response,Brand,ott,1837.56,32686.95
12/1/2023,DR - Direct Response,Brand,display,4319.69,88633.87
7/19/2022,DR - Direct Response,Brand,youtube,11793.49,8323.97
10/29/2023,DR - Direct Response,Title,paid social,8634.54,12785.38
10/27/2023,ATL - Above The Line,Brand,paid social,1047.58,88468.62
3/23/2023,DR - Direct Response,Brand,ott,3779.13,27873
12/22/2023,DR - Direct Response,Title,display,8532.24,7771.43
7/31/2022,DR - Direct Response,Brand,paid social,414.3,7316.91
10/13/2023,DR - Direct Response,Brand,app,31070.11,12222.95
6/16/2023,ATL - Above The Line,Brand,paid social,42080.32,27627.58
1/13/2024,DR - Direct Response,Title,app,861.48,44055.96
11/2/2023,DR - Direct Response,Brand,display,4504.64,19818.94
8/3/2022,DR - Direct Response,Brand,ott,10123.47,40562.09
11/14/2023,DR - Direct Response,Title,youtube,1186.12,17784.16
7/12/2023,DR - Direct Response,Title,paid social,7575,94091.24
3/19/2024,DR - Direct Response,Title,app,4264.01,356437.23
11/16/2023,DR - Direct Response,Title,display,224.45,18595.05
10/25/2023,ATL - Above The Line,Title,paid social,7274.15,44614.17
6/12/2023,DR - Direct Response,Brand,paid social,435.94,41111.4
8/5/2022,ATL - Above The Line,Brand,display,17301.83,31683.41
2/29/2024,DR - Direct Response,Title,paid social,945.52,53084.67
9/21/2023,DR - Direct Response,Title,display,2373.6,44564.45
1/1/2023,ATL - Above The Line,Title,youtube,37808.13,17188.14
10/31/2022,DR - Direct Response,Title,app,7779.64,103251.49
7/12/2022,ATL - Above The Line,Brand,youtube,452.51,33749.05
11/27/2022,DR - Direct Response,Brand,paid social,508.44,18741.32
12/4/2023,ATL - Above The Line,Title,paid social,1076.56,319640.05
1/15/2023,DR - Direct Response,Title,youtube,6474.5,24535.51
9/8/2022,ATL - Above The Line,Brand,ott,6063.39,35601.56
4/22/2024,DR - Direct Response,Title,paid social,693.3,32872.88
11/20/2022,ATL - Above The Line,Title,paid social,386.23,24201.13
7/31/2022,DR - Direct Response,Brand,display,5279.3,43236.71
5/13/2023,ATL - Above The Line,Title,youtube,2287.06,11812.45
6/20/2022,ATL - Above The Line,Brand,youtube,155921.58,50149.62
4/19/2023,DR - Direct Response,Brand,paid social,3392.61,4725.94
12/4/2023,ATL - Above The Line,Title,display,83956.36,7498.69
8/4/2023,DR - Direct Response,Title,youtube,384.03,172064.6
7/5/2022,ATL - Above The Line,Brand,ott,185.6,7820.46
2/9/2023,DR - Direct Response,Title,app,420.53,3860.74
1/10/2023,ATL - Above The Line,Brand,paid social,27165.18,8017.14
3/21/2024,DR - Direct Response,Brand,paid social,75590.67,157897.54
12/29/2023,ATL - Above The Line,Brand,bvod,773.89,4569.75
1/13/2024,ATL - Above The Line,Title,digital audio,1382.92,10569.88
1/8/2024,ATL - Above The Line,Brand,olv,385,6386.12
8/20/2022,ATL - Above The Line,Launch,ooh,120.69,20941.51
5/4/2023,ATL - Above The Line,Brand,radio,11614.79,17802.82
1/19/2024,ATL - Above The Line,Title,cinema,4749.72,17021.68
8/27/2022,ATL - Above The Line,Launch,radio,3236.4,177393.46
8/24/2022,ATL - Above The Line,Title,online display,253.7,8281.46
5/11/2023,ATL - Above The Line,Title,radio,61294.41,24883.11
1/25/2024,ATL - Above The Line,Title,online display,1280.13,38717.71
1/24/2024,ATL - Above The Line,Title,bvod,8320.63,10314.4
1/27/2024,ATL - Above The Line,Brand,tv,229.93,44913.06
1/28/2024,ATL - Above The Line,Title,ooh,2251.57,18461.29
9/14/2022,ATL - Above The Line,Brand,online display,5373.43,40129.5
6/3/2023,ATL - Above The Line,Title,ooh,5731.1,24738.49
10/7/2022,ATL - Above The Line,Brand,print,4198.28,3525.48
10/10/2022,ATL - Above The Line,Brand,print,7753.58,102175.24
7/7/2023,ATL - Above The Line,Brand,online display,412.68,219935.87
10/25/2022,ATL - Above The Line,Brand,bvod,4534.85,23090
7/26/2023,ATL - Above The Line,Title,online display,3899.57,11201.46
11/14/2022,ATL - Above The Line,Title,tv,4824.49,124861.05
11/17/2022,ATL - Above The Line,Title,tv,3618.7,183593.08
11/21/2022,ATL - Above The Line,Brand,tv,318.97,23275.06
8/17/2023,ATL - Above The Line,Brand,print,294.31,22139.15
12/7/2022,ATL - Above The Line,Title,ctv,58.35,25445.34
9/24/2023,ATL - Above The Line,Title,bvod,13890.4,5140.36
10/15/2023,ATL - Above The Line,Brand,print,14146.54,20587.53
2/15/2023,ATL - Above The Line,Title,online display,14558.24,153969.7
11/3/2023,ATL - Above The Line,Title,online display,5525.05,23277.55
6/28/2022,ATL - Above The Line,Launch,print,67.56,9713.69
7/9/2022,ATL - Above The Line,Launch,ooh,497.73,45370.15
3/25/2023,ATL - Above The Line,Title,bvod,4319.47,14118.52
7/9/2022,ATL - Above The Line,Launch,tv,4055.78,25791.16
7/27/2022,ATL - Above The Line,Launch,cinema,2124.35,7721.72
10/29/2022,ATL - Above The Line,Title,online display,6180.71,9746.97
11/16/2022,ATL - Above The Line,Title,online display,3243.2,57774.59
8/2/2023,ATL - Above The Line,Title,ooh,3949.24,30966.19
12/11/2023,ATL - Above The Line,Brand,online display,1002,12658.17
12/21/2023,ATL - Above The Line,Title,ctv,18691.74,31080.34
9/3/2023,DR - Direct Response,Title,youtube,1459.33,14995.04
8/30/2023,ATL - Above The Line,Brand,paid social,287.56,12560.76
1/4/2023,ATL - Above The Line,Brand,paid social,789.67,88606.04
1/10/2023,DR - Direct Response,Title,youtube,1693.07,60455.2
10/7/2022,DR - Direct Response,Brand,youtube,19100.74,26986.75
3/14/2023,DR - Direct Response,Brand,youtube,2942.43,31863.2
6/4/2023,DR - Direct Response,Title,paid social,2269.43,27337.5
4/4/2024,ATL - Above The Line,Title,ott,333.43,44931.95
8/19/2023,DR - Direct Response,Brand,app,13109.58,12364
4/5/2023,DR - Direct Response,Title,youtube,978.97,65481.53
4/17/2024,DR - Direct Response,Title,display,2651.11,39303.22
11/7/2023,DR - Direct Response,Title,display,45938.05,21175.38
7/10/2023,DR - Direct Response,Brand,app,7955.47,16902.22
12/28/2022,DR - Direct Response,Brand,display,168.05,64092.69
10/27/2023,DR - Direct Response,Brand,display,130.23,23706.42
7/23/2023,ATL - Above The Line,Title,youtube,2827.66,13676.76
10/16/2023,DR - Direct Response,Title,display,355.76,18745.66
3/7/2023,ATL - Above The Line,Title,paid social,10238.67,59631.79
12/18/2023,DR - Direct Response,Title,app,3427.45,5481.13
6/30/2022,DR - Direct Response,Brand,youtube,4280.43,19302.03
11/14/2023,DR - Direct Response,Brand,paid social,886.78,80678.22
5/13/2023,DR - Direct Response,Brand,ott,73608.95,23288.57
8/24/2022,DR - Direct Response,Title,paid social,537256.49,36245.52
11/27/2022,ATL - Above The Line,Title,paid social,1920.68,81998.7
8/13/2023,DR - Direct Response,Title,app,6006.09,67469.95
5/18/2023,DR - Direct Response,Brand,paid social,3786.23,17730.87
1/20/2024,DR - Direct Response,Title,app,1987.32,24189.02
2/10/2024,DR - Direct Response,Title,display,707.25,68316.66
2/28/2024,DR - Direct Response,Title,ott,448.04,70736.6
11/9/2023,ATL - Above The Line,Title,paid social,408.91,25238.46
4/11/2024,ATL - Above The Line,Brand,ott,6599.52,26127.2
2/25/2023,DR - Direct Response,Brand,display,1242.97,36059.39
6/6/2023,ATL - Above The Line,Brand,paid social,30.25,108600.2
7/6/2023,DR - Direct Response,Title,paid social,7088.75,80434.49
9/4/2022,ATL - Above The Line,Brand,ott,2963.79,55265.24
12/3/2023,ATL - Above The Line,Title,display,36100.44,9344.48
11/24/2023,DR - Direct Response,Brand,ott,6227.81,20926.72
9/6/2023,DR - Direct Response,Title,display,220.14,22059.22
1/10/2023,DR - Direct Response,Brand,app,56.75,114366.93
8/24/2023,ATL - Above The Line,Brand,paid social,866.64,21695.47
9/5/2023,ATL - Above The Line,Brand,display,1027.57,96919.03
3/1/2024,DR - Direct Response,Title,youtube,17425.83,15553.36
2/5/2023,DR - Direct Response,Title,app,3125.26,16849.65
12/14/2022,ATL - Above The Line,Title,paid social,24578.28,44682.29
4/14/2024,ATL - Above The Line,Brand,ott,290.6,132889.96
2/22/2023,DR - Direct Response,Title,app,18135.18,22292.98
1/22/2024,DR - Direct Response,Brand,paid social,11668.95,2109.07
3/21/2024,ATL - Above The Line,Title,youtube,83.12,5742.07
4/28/2024,DR - Direct Response,Title,display,34566.5,37171.25
5/12/2023,DR - Direct Response,Title,app,3759.27,6280.65
12/31/2022,DR - Direct Response,Brand,paid social,6444.19,11571.32
8/11/2022,DR - Direct Response,Brand,display,666.56,27912.13
8/4/2022,DR - Direct Response,Brand,paid social,31733.71,2363.13
3/24/2023,ATL - Above The Line,Title,youtube,373.45,18836.96
7/9/2022,ATL - Above The Line,Brand,youtube,14260.23,8571.04
1/9/2023,DR - Direct Response,Brand,app,13967.66,6128.91
1/12/2023,DR - Direct Response,Brand,display,547.24,12330.77
3/15/2023,ATL - Above The Line,Brand,paid social,113927.69,9433.57
6/30/2022,ATL - Above The Line,Brand,paid social,4823.23,44148.88
10/29/2023,DR - Direct Response,Brand,pmax,10337.94,91541.24
7/12/2022,ATL - Above The Line,Brand,display,201.7,19128.23
4/7/2023,ATL - Above The Line,Brand,paid social,145195.38,15161.71
11/18/2022,ATL - Above The Line,Title,paid social,348.25,18196.66
11/12/2022,ATL - Above The Line,Brand,youtube,20195.77,9071.88
2/7/2023,DR - Direct Response,Brand,youtube,527.26,7569.18
11/30/2022,DR - Direct Response,Title,app,1038.98,5292.04
7/8/2023,ATL - Above The Line,Brand,paid social,13187.23,7265.84
8/23/2023,DR - Direct Response,Title,display,20293.2,141677.98
2/28/2023,DR - Direct Response,Brand,display,320.09,13793.48
8/8/2022,ATL - Above The Line,Title,youtube,22733.89,1442.32
7/19/2023,ATL - Above The Line,Brand,display,20941.72,15300.25
1/9/2023,ATL - Above The Line,Brand,paid social,584.21,5592.96
11/1/2023,ATL - Above The Line,Title,youtube,56890.3,29263.63
4/11/2023,ATL - Above The Line,Title,partnership,228.98,26263.61
4/12/2023,ATL - Above The Line,Title,cinema,1028.19,29158.18
4/22/2023,ATL - Above The Line,Title,bvod,7539.38,26465.31
4/21/2023,ATL - Above The Line,Title,online display,680.33,18969.97
1/3/2024,ATL - Above The Line,Title,partnership,5112.71,6400.85
1/15/2024,ATL - Above The Line,Title,olv,4907.07,25579.86
8/24/2022,ATL - Above The Line,Launch,radio,2265.64,76604.51
8/26/2022,ATL - Above The Line,Title,bvod,14268.18,169997.28
1/30/2024,ATL - Above The Line,Title,bvod,2102.93,21714.48
2/2/2024,ATL - Above The Line,Title,ooh,4823.34,24208.04
9/16/2022,ATL - Above The Line,Title,online display,25152,45540.73
9/13/2022,ATL - Above The Line,Title,online display,13233.3,123271.86
5/29/2023,ATL - Above The Line,Brand,digital audio,13122.24,16927.36
2/14/2024,ATL - Above The Line,Title,ctv,399.01,55224.49
9/25/2022,ATL - Above The Line,Brand,bvod,8189,12078.19
2/24/2024,ATL - Above The Line,Title,ooh,650.39,38379.31
9/27/2022,ATL - Above The Line,Brand,bvod,314.29,72980.41
9/27/2022,ATL - Above The Line,Brand,online display,2790.16,7553.11
10/5/2022,ATL - Above The Line,Title,online display,620.8,16280.48
10/5/2022,ATL - Above The Line,Title,cinema,13231.66,71831.46
10/9/2022,ATL - Above The Line,Title,print,13815.41,51146.16
3/9/2024,ATL - Above The Line,Title,ctv,102.41,77923.57
7/6/2023,ATL - Above The Line,Title,cinema,712.07,64564.26
7/23/2023,ATL - Above The Line,Title,olv,227.77,19580.98
7/21/2023,ATL - Above The Line,Title,radio,1377.78,250248.15
4/19/2024,ATL - Above The Line,Title,bvod,7222,31626.72
7/28/2023,ATL - Above The Line,Title,tv,2050.73,1286.38
8/1/2023,ATL - Above The Line,Title,ctv,1095.27,20769.62
11/22/2022,ATL - Above The Line,Title,cinema,33194.29,17220.62
1/14/2023,ATL - Above The Line,Brand,bvod,49.55,61210.04
9/25/2023,ATL - Above The Line,Title,partnership,29609.98,17534.1
9/28/2023,ATL - Above The Line,Title,partnership,1188.96,83008.32
9/27/2023,ATL - Above The Line,Brand,online display,2758.1,48252.71
10/3/2023,ATL - Above The Line,Brand,print,1225.84,10110.76
10/4/2023,ATL - Above The Line,Title,bvod,51443.17,23948.11
10/12/2023,ATL - Above The Line,Brand,tv,344.24,12664.83
10/18/2023,ATL - Above The Line,Brand,online display,3243.7,33181.55
2/10/2023,ATL - Above The Line,Title,tv,8228.21,12589.38
10/26/2023,ATL - Above The Line,Title,ctv,173.36,29705.75
11/7/2023,ATL - Above The Line,Brand,partnership,603.56,20979.84
12/17/2023,ATL - Above The Line,Title,bvod,2430.42,23665.16
12/21/2023,ATL - Above The Line,Title,ooh,640.88,215672.2
12/19/2023,ATL - Above The Line,Brand,ctv,728.6,19204
7/5/2023,ATL - Above The Line,Brand,digital audio,1688.8,3960.86
10/11/2023,ATL - Above The Line,Title,radio,10257.8,76366.82
10/29/2023,ATL - Above The Line,Title,cinema,1710.72,75766.37
11/30/2023,ATL - Above The Line,Brand,tv,22244.91,3787.94
12/12/2022,ATL - Above The Line,Brand,ooh,524.43,13649.27
7/5/2022,DR - Direct Response,Title,youtube,331.47,42682.85
12/16/2023,DR - Direct Response,Title,paid social,102783.7,46639.81
1/28/2024,DR - Direct Response,Title,paid social,968.41,27438.43
1/23/2024,ATL - Above The Line,Title,paid social,297.99,28066.07
3/28/2024,DR - Direct Response,Brand,youtube,136.84,10754.09
1/17/2024,DR - Direct Response,Title,youtube,22111.9,2483.46
2/20/2024,DR - Direct Response,Brand,display,1715.09,215362.43
10/7/2023,DR - Direct Response,Title,app,2008.88,10434.49
8/9/2023,ATL - Above The Line,Title,youtube,2382.54,32908.02
5/3/2023,DR - Direct Response,Brand,ott,19765.04,23508.44
11/12/2023,DR - Direct Response,Title,display,2296.7,67800.17
10/22/2022,DR - Direct Response,Brand,paid social,218459.31,30936.1
3/11/2024,DR - Direct Response,Title,display,4042.93,32155.47
7/1/2023,ATL - Above The Line,Title,paid social,21586.65,1963.02
8/20/2022,DR - Direct Response,Title,paid social,13585.54,11951.42
6/22/2023,DR - Direct Response,Brand,ott,2973.51,58180.12
10/28/2023,DR - Direct Response,Brand,paid social,1100.8,53160.19
3/14/2023,DR - Direct Response,Brand,app,5781.9,10614.09
10/16/2023,DR - Direct Response,Brand,display,7974.66,5662.88
5/29/2023,DR - Direct Response,Title,paid social,1129.75,31300.71
3/14/2024,DR - Direct Response,Title,paid social,4287.81,1493.63
6/16/2023,DR - Direct Response,Title,paid social,29574.36,8710.87
6/1/2023,DR - Direct Response,Title,paid social,133197.39,161113.7
8/21/2022,ATL - Above The Line,Title,paid social,14845.34,117457.17
3/11/2023,ATL - Above The Line,Brand,youtube,91638.65,44942.77
4/15/2023,ATL - Above The Line,Brand,display,1019.69,37522.42
5/18/2023,ATL - Above The Line,Brand,paid social,11273.37,3898.83
8/17/2023,DR - Direct Response,Title,app,35573.03,13115.56
1/16/2023,DR - Direct Response,Title,app,629.79,20504.22
10/30/2023,DR - Direct Response,Brand,ott,1321.85,13398.15
7/24/2023,DR - Direct Response,Brand,app,73148.17,19402.29
9/5/2022,DR - Direct Response,Title,app,546.32,101473.18
8/3/2022,DR - Direct Response,Title,youtube,282.17,16010.4
7/29/2022,ATL - Above The Line,Brand,ott,50077.46,19584.2
10/5/2022,DR - Direct Response,Brand,app,27542.06,57883.17
1/12/2024,DR - Direct Response,Brand,display,6927.62,6638.99
8/16/2023,DR - Direct Response,Brand,youtube,2924.2,11869.41
11/26/2022,ATL - Above The Line,Title,youtube,1439.05,13154.35
7/18/2023,ATL - Above The Line,Brand,paid social,5282.79,29149.6
1/27/2024,DR - Direct Response,Title,display,54988.11,19505.34
6/17/2023,DR - Direct Response,Title,youtube,4884.89,20133.88
7/31/2022,ATL - Above The Line,Brand,ott,158688.03,14151.77
1/17/2023,ATL - Above The Line,Brand,paid social,627.96,9418.24
9/18/2022,ATL - Above The Line,Brand,youtube,3064.87,50787.4
9/18/2023,ATL - Above The Line,Title,youtube,1619.55,19645.88
11/12/2022,ATL - Above The Line,Brand,display,447.9,51292.98
6/27/2023,DR - Direct Response,Brand,paid social,2409,9040.63
7/30/2022,ATL - Above The Line,Brand,display,6745.12,14146.26
10/3/2023,ATL - Above The Line,Title,youtube,8180.7,22083.66
11/5/2022,DR - Direct Response,Brand,app,159691.68,24250.4
10/3/2022,DR - Direct Response,Brand,youtube,7344.15,58751.02
12/12/2022,ATL - Above The Line,Brand,ott,25318.94,17901.51
1/8/2024,ATL - Above The Line,Title,display,3578.1,58303.33
4/20/2023,ATL - Above The Line,Title,ooh,65657.91,40155.06
1/4/2024,ATL - Above The Line,Title,ctv,240997.1,24766.96
1/6/2024,ATL - Above The Line,Title,ctv,8282.55,10617.86
1/6/2024,ATL - Above The Line,Title,ooh,529.28,58898.91
8/13/2022,ATL - Above The Line,Launch,olv,1179.3,10887.04
1/15/2024,ATL - Above The Line,Brand,olv,5282.65,26986.55
6/1/2023,ATL - Above The Line,Title,online display,7239.26,26116.85
9/25/2022,ATL - Above The Line,Title,bvod,11203.24,22397.91
2/22/2024,ATL - Above The Line,Brand,partnership,7287.77,18656.56
6/13/2023,ATL - Above The Line,Title,ctv,3216,12087.19
3/8/2024,ATL - Above The Line,Title,tv,1007.2,5446.15
6/27/2023,ATL - Above The Line,Title,cinema,6550.84,112695.3
3/21/2024,ATL - Above The Line,Title,ctv,90362,16835.47
7/15/2023,ATL - Above The Line,Brand,digital audio,20015.84,24244.44
7/13/2023,ATL - Above The Line,Brand,digital audio,8336.83,24096.19
8/5/2023,ATL - Above The Line,Brand,print,20367.11,82728.58
11/29/2022,ATL - Above The Line,Title,radio,1625.4,191648.16
8/18/2023,ATL - Above The Line,Title,cinema,1268.84,32362.76
12/21/2022,ATL - Above The Line,Brand,cinema,823.46,23551.99
12/27/2022,ATL - Above The Line,Brand,tv,2532.95,8934
1/14/2023,ATL - Above The Line,Brand,radio,1482.6,6480.35
9/25/2023,ATL - Above The Line,Brand,tv,28120.34,4652.48
9/29/2023,ATL - Above The Line,Brand,ctv,1346.57,12409.43
1/17/2023,ATL - Above The Line,Brand,ooh,745.72,3385.74
10/3/2023,ATL - Above The Line,Brand,ooh,105839.68,81348.35
10/10/2023,ATL - Above The Line,Brand,ctv,1406.05,42142
2/3/2023,ATL - Above The Line,Title,print,4189.8,21419.23
10/22/2023,ATL - Above The Line,Title,olv,7171.95,83879.9
2/12/2023,ATL - Above The Line,Title,print,408.11,9415.16
10/23/2023,ATL - Above The Line,Brand,print,29535.88,12112.62
10/25/2023,ATL - Above The Line,Title,olv,10029.63,3963.4
3/9/2023,ATL - Above The Line,Brand,ooh,52902.37,59940.55
3/23/2023,ATL - Above The Line,Title,cinema,931.95,12230.3
12/6/2023,ATL - Above The Line,Brand,digital audio,3797.92,28006.18
12/9/2023,ATL - Above The Line,Brand,ooh,3409.51,75358.66
12/5/2023,ATL - Above The Line,Title,cinema,5113.35,109031.32
7/11/2022,ATL - Above The Line,Launch,bvod,229.91,26774.48
3/27/2023,ATL - Above The Line,Title,bvod,3879.06,40531.11
12/13/2023,ATL - Above The Line,Title,radio,241.89,11135.39
7/26/2022,ATL - Above The Line,Launch,cinema,6063.77,149170.93
8/1/2023,ATL - Above The Line,Title,cinema,68.1,23336.88
11/29/2023,ATL - Above The Line,Title,cinema,112.29,29880.55
3/20/2023,ATL - Above The Line,Title,tv,13915.85,18331.34
12/11/2023,ATL - Above The Line,Title,print,1183.5,91791.52
9/13/2022,DR - Direct Response,Brand,youtube,533.88,33678.98
10/12/2023,DR - Direct Response,Title,paid social,31482.59,59139.2
3/14/2024,ATL - Above The Line,Title,paid social,5736.81,39318.69
2/9/2023,DR - Direct Response,Brand,ott,15327.86,22100.8
11/20/2023,ATL - Above The Line,Brand,paid social,2352.45,70030.6
8/1/2023,DR - Direct Response,Brand,paid social,400342.35,38979.35
8/19/2023,DR - Direct Response,Brand,pmax,1066.49,10515.27
3/5/2024,ATL - Above The Line,Brand,paid social,74023.58,10221.68
10/24/2022,ATL - Above The Line,Title,youtube,2842.72,32007
9/8/2023,DR - Direct Response,Title,ott,160.27,68501.51
1/29/2023,DR - Direct Response,Title,paid social,7591.91,142737.68
10/30/2023,DR - Direct Response,Brand,display,5605.14,4637.39
8/14/2023,DR - Direct Response,Brand,app,476.1,28287.48
9/29/2023,DR - Direct Response,Title,paid social,601.04,45051.01
9/20/2022,DR - Direct Response,Brand,ott,3037.24,37085.89
1/27/2023,DR - Direct Response,Brand,ott,5970.51,75870.64
6/18/2022,ATL - Above The Line,Brand,paid social,36.73,53206.37
10/20/2022,ATL - Above The Line,Brand,youtube,21251.72,10259.8
2/20/2024,DR - Direct Response,Brand,ott,1300.76,9962.76
3/12/2023,ATL - Above The Line,Title,paid social,286.99,37715.55
4/29/2024,DR - Direct Response,Title,ott,17360.13,74451.79
11/28/2023,DR - Direct Response,Title,app,3043.17,31833.82
8/30/2022,DR - Direct Response,Brand,ott,28523.73,5663.42
11/24/2022,ATL - Above The Line,Brand,youtube,7000.93,9644.41
5/28/2023,DR - Direct Response,Brand,paid social,3167.04,55161.63
11/30/2022,DR - Direct Response,Brand,display,2410.54,19433.42
9/23/2022,DR - Direct Response,Brand,paid social,7590.04,31031.19
