Feature,VIF
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_youtube_November,178859771932.3456
CAMPAIGN_TYPE_MONTH_Brand_December,178760379755.51218
MEDIAN_COST_BY_CAMPAIGN_TYPE_MONTH,177972717936.00064
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_ott_July,176653315578.97922
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_cinema_November,176518299228.6631
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_bvod_March,176204062262.6275
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_print_September,175695378120.80115
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_ott_July,175329438707.90088
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_display_April,175302139988.34183
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_cinema_November,175264618126.1868
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_app_March,174995614127.1977
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_partnership_July,174439803519.72482
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Title_app_March,173418803880.34024
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_print_September,172727084103.41904
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_partnership_January,172607923169.25037
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_partnership_July,172551709860.93854
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_partnership_January,172113183932.52808
CHANNEL_MONTH_ctv_April,171379630776.8897
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_digital audio_July,170697580964.2578
ATL_OR_DR_CAMPAIGN_TYPE_MONTH_ATL - Above The Line_Brand_May,170078726085.10342
CHANNEL_MONTH_app_June,169633493817.86493
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_cinema_November,168532121896.1735
CHANNEL_MONTH_bvod_July,167766195212.0731
CAMPAIGN_TYPE_CHANNEL_Title_olv,167429396708.75684
CAMPAIGN_TYPE_CHANNEL_Brand_bvod,167028877623.79913
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_tv_February,166994813481.30212
CAMPAIGN_TYPE_CHANNEL_MONTH_Launch_tv_August,166331793003.7855
MONTH_January,165872329835.75177
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_bvod_July,165616137512.24567
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Launch_print_July,165318244892.83078
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_bvod_February,165160614176.7088
ATL_OR_DR_CAMPAIGN_TYPE_MONTH_ATL - Above The Line_Title_August,163856635523.75827
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_app_May,162382578642.86343
CAMPAIGN_TYPE_CHANNEL_MONTH_Launch_print_July,162204200517.57593
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_olv_October,161915534249.0606
CHANNEL_MONTH_cinema_October,161752702787.8422
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_cinema_October,161358615122.2836
ATL_OR_DR_CAMPAIGN_TYPE_MONTH_DR - Direct Response_Title_July,161124812256.10876
CHANNEL_MONTH_cinema_November,161124812256.10876
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_olv_October,160527521916.61008
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_paid social_February,159974411316.08752
ATL_OR_DR_MONTH_ATL - Above The Line_July,159410991535.68823
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_radio_November,159022602968.53854
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_partnership_September,158630514692.25607
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_tv_January,156717807264.86746
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_tv_August,156301720629.93027
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_digital audio_January,156036366474.5083
CHANNEL_MONTH_tv_January,155597002051.21945
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_online display_July,154447079935.20108
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_online display_July,154343864675.6399
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_partnership_September,153956059392.20566
CAMPAIGN_TYPE_MONTH_Title_February,153280112566.4277
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_ott_June,152493807854.62012
CHANNEL_MONTH_olv_September,152326178396.12033
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_ooh_May,152169199465.1472
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_radio_April,152025372244.48068
ATL_OR_DR_CHANNEL_MONTH_DR - Direct Response_ott_November,151170623411.72806
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_ooh_October,150914805554.9392
CAMPAIGN_TYPE_Launch,149900134049.07788
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_ooh_October,149628706658.82007
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_partnership_August,149133222755.12015
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_bvod_February,148744104611.36145
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_ooh_January,148427909411.7229
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Launch_digital audio_August,148212980562.44638
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_print_March,148078965833.28113
CHANNEL_MONTH_ott_October,147287164449.439
CHANNEL_MONTH_display_August,147251046359.1197
ATL_OR_DR_CHANNEL_MONTH_DR - Direct Response_ott_October,147222164638.38434
ATL_OR_DR_CAMPAIGN_TYPE_MONTH_DR - Direct Response_Title_November,146658838979.10956
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_paid social_May,146334794234.80945
CHANNEL_MONTH_display_June,146035851596.0471
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_bvod_February,145747560756.32672
CAMPAIGN_TYPE_CHANNEL_MONTH_Launch_digital audio_July,145606195517.95978
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Title_app_July,144877824946.3736
CHANNEL_MONTH_ott_June,144119799909.45297
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_app_July,144096743692.6632
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Title_display_April,143438159960.8407
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_cinema_January,143109983551.3909
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_paid social_July,142573117239.7903
CHANNEL_MONTH_cinema_July,141424724124.11865
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Brand_paid social_February,141023943240.03433
ATL_OR_DR_CAMPAIGN_TYPE_MONTH_DR - Direct Response_Brand_July,140366832189.0787
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_olv_February,139737491928.71313
CHANNEL_MONTH_bvod_February,138779397789.6398
CAMPAIGN_TYPE_CHANNEL_MONTH_Launch_cinema_August,138768707320.22235
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_ooh_August,137743714803.88727
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Title_display_January,137581707929.6907
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_youtube_January,137162685855.22617
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_cinema_July,136956212914.39464
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Brand_paid social_June,136499602266.21898
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_tv_December,136068633372.72633
CAMPAIGN_TYPE_CHANNEL_Brand_partnership,135881835876.43115
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_tv_December,135004035713.6154
MEDIAN_FREE_TRIALS_BY_ATL_OR_DR_MONTH,134993918959.59402
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_olv_September,134963577792.8765
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_digital audio_January,134801988307.6565
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Title_ott_November,134588477298.74173
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_bvod_February,134263471584.84619
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_ooh_January,133959952032.19893
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_digital audio_July,132977031885.15527
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_partnership_March,132863263976.23637
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_partnership_March,132235179545.48914
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_bvod_December,132180844030.069
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_ooh_March,131774746605.72311
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_ooh_March,131674574296.33788
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_bvod_December,130482388160.81403
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_ott_November,129983393531.14932
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_bvod_March,129944013716.03947
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_cinema_October,129792343397.27931
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_ooh_August,129633563437.16347
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_display_June,129048515763.44244
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_print_July,128884172148.08391
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_print_July,128322305316.00456
CAMPAIGN_TYPE_MONTH_Title_January,127756255120.22173
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_paid social_June,127091083287.3489
CAMPAIGN_TYPE_Title,127015811472.21976
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Brand_youtube_January,127014020372.8547
CHANNEL_MONTH_online display_August,126845882278.88004
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_ctv_November,126626542972.79694
ATL_OR_DR_CAMPAIGN_TYPE_MONTH_ATL - Above The Line_Brand_June,126489618654.11664
CHANNEL_MONTH_bvod_December,124686101063.7051
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_bvod_December,124444925389.14592
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_online display_November,124084906180.56444
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_online display_November,123871596319.01686
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_paid social_July,122985325305.72916
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Launch_cinema_August,122904773827.7569
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_online display_October,122827677613.33377
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_olv_February,122528591023.66982
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_olv_November,122284059501.22176
ATL_OR_DR_CAMPAIGN_TYPE_MONTH_DR - Direct Response_Title_May,121946322259.63272
CHANNEL_MONTH_olv_November,121589104263.56987
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_paid social_June,121243764365.87686
CAMPAIGN_TYPE_MONTH_Title_August,120558936378.90823
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_online display_August,120434813338.071
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_ctv_December,119269057928.24406
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_youtube_July,119053085038.27791
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_ctv_December,118897503230.64828
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_cinema_July,116815802333.6834
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_print_June,115869085812.76361
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_cinema_October,115758890306.4001
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_youtube_April,115706843788.82384
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_digital audio_July,115432516400.62787
CHANNEL_MONTH_display_September,115050636165.24661
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_youtube_October,114933191118.18439
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_online display_October,113467948939.1793
CAMPAIGN_TYPE_MONTH_Brand_November,113338021627.00061
CAMPAIGN_TYPE_CHANNEL_Brand_display,112070264831.10814
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Launch_digital audio_July,112046564844.76529
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_ooh_May,110680747784.97163
CHANNEL_MONTH_print_June,110565264282.09651
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_ctv_March,110213511835.31345
CHANNEL_MONTH_ctv_March,109086936437.90033
CAMPAIGN_TYPE_MONTH_Title_October,108692023009.0986
CAMPAIGN_TYPE_MONTH_Title_April,108644825459.75505
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_paid social_August,108120557152.95224
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_youtube_November,107520403652.06743
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_radio_October,106710255600.66573
CHANNEL_MONTH_bvod_June,106691295674.65018
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Title_ott_February,105871143255.41559
ATL_OR_DR_MONTH_ATL - Above The Line_January,105772925627.56578
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_paid social_May,105698451637.49756
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_olv_October,105360914910.00003
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_olv_October,105315333988.97401
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_ott_February,104812875334.44647
CAMPAIGN_TYPE_CHANNEL_Title_radio,104578008043.06322
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_paid social_May,104304316539.1812
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_youtube_December,104124656140.07436
ATL_OR_DR_CAMPAIGN_TYPE_MONTH_ATL - Above The Line_Brand_October,103821008734.0617
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_youtube_September,103488203211.78584
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_ctv_April,103352831379.70157
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_youtube_December,103253310116.93826
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_bvod_June,103079608321.5
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Brand_pmax_November,102934714467.23569
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_ctv_January,102746843113.94633
ATL_OR_DR_CHANNEL_MONTH_DR - Direct Response_pmax_November,102623924788.26228
CAMPAIGN_TYPE_CHANNEL_MONTH_Launch_cinema_July,102266216162.64354
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_pmax_November,102244159767.76198
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_ott_July,101821133095.27353
ATL_OR_DR_MONTH_ATL - Above The Line_November,101444990423.82494
CAMPAIGN_TYPE_CHANNEL_MONTH_Launch_tv_July,101148797344.61917
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_radio_October,101097708653.1191
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_ctv_October,100776469094.64288
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_app_August,100702106957.88417
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Brand_app_August,100369949350.80223
CHANNEL_MONTH_ooh_August,99696713243.98415
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_youtube_July,99498478390.08673
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Launch_cinema_July,99422697221.04964
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_ooh_August,99271480660.1897
CHANNEL_MONTH_pmax_November,98835759326.92868
ATL_OR_DR_CAMPAIGN_TYPE_MONTH_DR - Direct Response_Title_March,98808653708.29759
CHANNEL_MONTH_ctv_January,98697135191.82336
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_partnership_October,98316843001.51715
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Title_paid social_May,97972494504.23112
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_ott_April,97293085341.45253
CHANNEL_MONTH_ott_July,96993444765.90489
ATL_OR_DR_CAMPAIGN_TYPE_MONTH_ATL - Above The Line_Brand_August,96985089744.39005
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_cinema_July,96970471919.78331
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_paid social_August,96515357836.58
CHANNEL_MONTH_digital audio_December,96375942977.57297
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_digital audio_December,96204037924.73236
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_partnership_October,95024678806.82146
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_ott_March,94971576161.58615
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_online display_August,94964567041.38191
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Launch_tv_July,94698984952.1731
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_online display_August,94649229275.1565
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Title_youtube_August,94615425268.81859
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_radio_August,94293513130.25127
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_online display_November,93825969590.73523
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_paid social_October,93578374229.80055
CAMPAIGN_TYPE_CHANNEL_Title_cinema,93257674715.69817
ATL_OR_DR_CHANNEL_MONTH_DR - Direct Response_youtube_November,92052031750.36017
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_partnership_May,91539368626.4926
ATL_OR_DR_CAMPAIGN_TYPE_MONTH_DR - Direct Response_Title_June,91226001465.95424
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_print_March,90725214088.84964
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Title_paid social_July,89806166295.1762
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_ctv_October,89568616920.31773
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_print_August,88068435636.67555
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_radio_July,87319676348.89282
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_partnership_May,87236796656.0871
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_print_August,86897622401.09782
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_online display_November,86828094921.15555
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_ooh_November,86677694048.47177
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_print_March,86616013604.5869
CAMPAIGN_TYPE_CHANNEL_Launch_cinema,86341189738.79652
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_radio_May,84720216472.82176
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_youtube_August,84361558642.8738
CHANNEL_MONTH_digital audio_November,84310231337.78564
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_radio_August,84273156639.07516
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_digital audio_November,84063942571.80315
CAMPAIGN_TYPE_CHANNEL_Brand_print,83048574593.9957
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Launch_print_June,82418601236.58101
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_paid social_June,82340996395.80756
CHANNEL_MONTH_ooh_November,82195974290.85974
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Launch_online display_June,80910496974.93773
CAMPAIGN_TYPE_CHANNEL_MONTH_Launch_print_June,80178738058.38571
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_display_December,78721872911.0891
CAMPAIGN_TYPE_MONTH_Title_December,77692473775.95004
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_display_September,77382101691.08835
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Brand_ott_July,77364820740.7429
ATL_OR_DR_CHANNEL_MONTH_DR - Direct Response_ott_July,77014888372.70203
CHANNEL_MONTH_olv_August,77001720508.32657
ATL_OR_DR_MONTH_DR - Direct Response_March,76896539473.9443
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_cinema_September,76859793964.85188
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_display_April,75842434909.65959
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Brand_ott_September,75810517916.88544
CAMPAIGN_TYPE_CHANNEL_Title_youtube,75802861835.49612
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_paid social_March,75540937759.91304
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_olv_December,74280665804.11345
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_tv_February,74212731768.48473
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_online display_July,74038874314.58626
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_olv_December,73895523498.37964
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_ott_November,73801070528.08337
CAMPAIGN_TYPE_CHANNEL_MONTH_Launch_ooh_July,73036872423.38063
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_olv_August,72980653341.38983
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Title_youtube_April,72850204260.27979
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Launch_ooh_July,72657453977.97006
CAMPAIGN_TYPE_CHANNEL_Title_app,72640461097.77649
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_display_January,72541007310.64609
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Title_paid social_November,72054711849.45396
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_cinema_June,71830609312.50043
ATL_OR_DR_CHANNEL_MONTH_DR - Direct Response_display_September,71611881686.31233
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_app_April,71505003371.87012
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Title_app_April,71464722698.42183
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_display_July,71013412815.8832
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Brand_youtube_February,70973683936.84445
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_cinema_June,70547317074.00758
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Brand_paid social_November,70511971620.01717
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_digital audio_December,70397343098.29768
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_digital audio_December,70364896097.40868
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_display_July,69825415165.90431
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_display_August,69456583884.6168
CHANNEL_MONTH_display_July,69406274357.47249
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_paid social_June,69255782116.61804
ATL_OR_DR_MONTH_ATL - Above The Line_September,68978926586.51845
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_display_July,68281361615.162964
ATL_OR_DR_MONTH_DR - Direct Response_January,68236357990.46206
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_cinema_September,68009659126.706375
ATL_OR_DR_CHANNEL_MONTH_DR - Direct Response_display_October,67407047047.99281
ATL_OR_DR_CAMPAIGN_TYPE_MONTH_DR - Direct Response_Brand_March,67347070536.33455
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_radio_August,66046806290.99689
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_online display_September,65456442704.104416
CHANNEL_MONTH_radio_May,65391814078.066185
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_display_October,65291323591.49421
CAMPAIGN_TYPE_CHANNEL_MONTH_Launch_online display_June,65147290626.58483
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_radio_July,63880845778.30491
ATL_OR_DR_CAMPAIGN_TYPE_MONTH_ATL - Above The Line_Launch_October,63451088406.47382
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_youtube_March,62573894575.990776
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_radio_May,62409140860.8418
CAMPAIGN_TYPE_MONTH_Launch_October,62375430252.425446
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_radio_May,62143472939.11352
CAMPAIGN_TYPE_MONTH_Launch_August,61899193580.9681
CAMPAIGN_TYPE_MONTH_Launch_September,60572553343.56186
ATL_OR_DR_CAMPAIGN_TYPE_MONTH_ATL - Above The Line_Launch_September,60531032672.33182
ATL_OR_DR_CAMPAIGN_TYPE_MONTH_ATL - Above The Line_Launch_August,60514765590.1923
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_paid social_August,58920261231.633156
